[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Nivel],[Tipo],[Cuenta de la subcuenta],[Desglose de la subcuenta],[C/D de la subcuenta],[Ultimo epigrafe],[Izquierda(3)],[Sin signo],[Orden],[Order parent]
527505,De sociedades anónimas y/o asimiladas,De sociedades anónimas y/o asimiladas,Expense,D,,No,,5275,,,,,,,,,,  
527510,De sociedades limitadas y/o asimiladas,De sociedades limitadas y/o asimiladas,Expense,D,,No,,5275,,,,,,,,,,  
5295,Diversos,Diversos,Expense,D,,Yes,,52,,,,,,,,,,  
529505,Comisiones,Comisiones,Expense,D,,No,,5295,,,,,,,,,,  
529510,Libros, suscripciones, periódicos y revistas,Libros, suscripciones, periódicos y revistas,Expense,D,,No,,5295,,,,,,,,,,  
529515,Música ambiental,Música ambiental,Expense,D,,No,,5295,,,,,,,,,,  
529520,Gastos de representación y relaciones públicas,Gastos de representación y relaciones públicas,Expense,D,,No,,5295,,,,,,,,,,  
529525,Elementos de aseo y cafetería,Elementos de aseo y cafetería,Expense,D,,No,,5295,,,,,,,,,,  
529530,Útiles, papelería y fotocopias,Útiles, papelería y fotocopias,Expense,D,,No,,5295,,,,,,,,,,  
529535,Combustibles y lubricantes,Combustibles y lubricantes,Expense,D,,No,,5295,,,,,,,,,,  
529540,Envases y empaques,Envases y empaques,Expense,D,,No,,5295,,,,,,,,,,  
529545,Taxis y buses,Taxis y buses,Expense,D,,No,,5295,,,,,,,,,,  
529550,Estampillas,Estampillas,Expense,D,,No,,5295,,,,,,,,,,  
529555,Microfilmación,Microfilmación,Expense,D,,No,,5295,,,,,,,,,,  
529560,Casino y restaurante,Casino y restaurante,Expense,D,,No,,5295,,,,,,,,,,  
529565,Parqueaderos,Parqueaderos,Expense,D,,No,,5295,,,,,,,,,,  
529570,Indemnización por daños a terceros,Indemnización por daños a terceros,Expense,D,,No,,5295,,,,,,,,,,  
529575,Pólvora y similares,Pólvora y similares,Expense,D,,No,,5295,,,,,,,,,,  
529595,Otros,Otros,Expense,D,,No,,5295,,,,,,,,,,  
529599,Ajustes por inflación,Ajustes por inflación,Expense,D,,No,,5295,,,,,,,,,,  
5299,Provisiones,Provisiones,Expense,D,,Yes,,52,,,,,,,,,,  
529905,Inversiones,Inversiones,Expense,D,,No,,5299,,,,,,,,,,  
529910,Deudores,Deudores,Expense,D,,No,,5299,,,,,,,,,,  
529915,Inventarios,Inventarios,Expense,D,,No,,5299,,,,,,,,,,  
529920,Propiedades, planta y equipo,Propiedades, planta y equipo,Expense,D,,No,,5299,,,,,,,,,,  
529995,Otros activos,Otros activos,Expense,D,,No,,5299,,,,,,,,,,  
529999,Ajustes por inflación,Ajustes por inflación,Expense,D,,No,,5299,,,,,,,,,,  
53,No operacionales,No operacionales,Expense,D,,Yes,,5,,,,,,,,,,  
5305,Financieros,Financieros,Expense,D,,Yes,,53,,,,,,,,,,  
530505,Gastos bancarios,Gastos bancarios,Expense,D,,No,,5305,,,,,,,,,,  
530510,Reajuste monetario-UPAC (hoy UVR),Reajuste monetario-UPAC (hoy UVR),Expense,D,,No,,5305,,,,,,,,,,  
530515,Comisiones,Comisiones,Expense,D,,No,,5305,,,,,,,,,,  
530520,Intereses,Intereses,Expense,D,,No,,5305,,,,,,,,,,  
530525,Diferencia en cambio,Diferencia en cambio,Expense,D,,No,,5305,,,,,,,,,,  
530530,Gastos en negociación certificados de cambio,Gastos en negociación certificados de cambio,Expense,D,,No,,5305,,,,,,,,,,  
530535,Descuentos comerciales condicionados,Descuentos comerciales condicionados,Expense,D,,No,,5305,,,,,,,,,,  
530540,Gastos manejo y emisión de bonos,Gastos manejo y emisión de bonos,Expense,D,,No,,5305,,,,,,,,,,  
530545,Prima amortizada,Prima amortizada,Expense,D,,No,,5305,,,,,,,,,,  
530595,Otros,Otros,Expense,D,,No,,5305,,,,,,,,,,  
530599,Ajustes por inflación,Ajustes por inflación,Expense,D,,No,,5305,,,,,,,,,,  
5310,Pérdida en venta y retiro de bienes,Pérdida en venta y retiro de bienes,Expense,D,,Yes,,53,,,,,,,,,,  
531005,Venta de inversiones,Venta de inversiones,Expense,D,,No,,5310,,,,,,,,,,  
531010,Venta de cartera,Venta de cartera,Expense,D,,No,,5310,,,,,,,,,,  
531015,Venta de propiedades, planta y equipo,Venta de propiedades, planta y equipo,Expense,D,,No,,5310,,,,,,,,,,  
531020,Venta de intangibles,Venta de intangibles,Expense,D,,No,,5310,,,,,,,,,,  
531025,Venta de otros activos,Venta de otros activos,Expense,D,,No,,5310,,,,,,,,,,  
531030,Retiro de propiedades, planta y equipo,Retiro de propiedades, planta y equipo,Expense,D,,No,,5310,,,,,,,,,,  
531035,Retiro de otros activos,Retiro de otros activos,Expense,D,,No,,5310,,,,,,,,,,  
531040,Pérdidas por siniestros,Pérdidas por siniestros,Expense,D,,No,,5310,,,,,,,,,,  
531095,Otros,Otros,Expense,D,,No,,5310,,,,,,,,,,  
531099,Ajustes por inflación,Ajustes por inflación,Expense,D,,No,,5310,,,,,,,,,,  
5313,Pérdidas método de participación,Pérdidas método de participación,Expense,D,,Yes,,53,,,,,,,,,,  
531305,De sociedades anónimas y/o asimiladas,De sociedades anónimas y/o asimiladas,Expense,D,,No,,5313,,,,,,,,,,  
531310,De sociedades limitadas y/o asimiladas,De sociedades limitadas y/o asimiladas,Expense,D,,No,,5313,,,,,,,,,,  
5315,Gastos extraordinarios,Gastos extraordinarios,Expense,D,,Yes,,53,,,,,,,,,,  
531505,Costas y procesos judiciales,Costas y procesos judiciales,Expense,D,,No,,5315,,,,,,,,,,  
531510,Actividades culturales y cívicas,Actividades culturales y cívicas,Expense,D,,No,,5315,,,,,,,,,,  
531515,Costos y gastos de ejercicios anteriores,Costos y gastos de ejercicios anteriores,Expense,D,,No,,5315,,,,,,,,,,  
531520,Impuestos asumidos,Impuestos asumidos,Expense,D,,No,,5315,,,,,,,,,,  
531595,Otros,Otros,Expense,D,,No,,5315,,,,,,,,,,  
531599,Ajustes por inflación,Ajustes por inflación,Expense,D,,No,,5315,,,,,,,,,,  
5395,Gastos diversos,Gastos diversos,Expense,D,,Yes,,53,,,,,,,,,,  
539505,Demandas laborales,Demandas laborales,Expense,D,,No,,5395,,,,,,,,,,  
539510,Demandas por incumplimiento de contratos,Demandas por incumplimiento de contratos,Expense,D,,No,,5395,,,,,,,,,,  
539515,Indemnizaciones,Indemnizaciones,Expense,D,,No,,5395,,,,,,,,,,  
539520,Multas, sanciones y litigios,Multas, sanciones y litigios,Expense,D,,No,,5395,,,,,,,,,,  
539525,Donaciones,Donaciones,Expense,D,,No,,5395,,,,,,,,,,  
539530,Constitución de garantías,Constitución de garantías,Expense,D,,No,,5395,,,,,,,,,,  
539535,Amortización de bienes entregados en comodato,Amortización de bienes entregados en comodato,Expense,D,,No,,5395,,,,,,,,,,  
539595,Otros,Otros,Expense,D,,No,,5395,,,,,,,,,,  
539599,Ajustes por inflación,Ajustes por inflación,Expense,D,,No,,5395,,,,,,,,,,  
54,Impuesto de renta y complementarios,Impuesto de renta y complementarios,Expense,D,,Yes,,5,,,,,,,,,,  
5405,Impuesto de renta y complementarios,Impuesto de renta y complementarios,Expense,D,,Yes,,54,,,,,,,,,,  
540505,Impuesto de renta y complementarios,Impuesto de renta y complementarios,Expense,D,,No,,5405,,,,,,,,,,  
59,Ganancias y pérdidas,Ganancias y pérdidas,Expense,D,,Yes,,5,,,,,,,,,,  
5905,Ganancias y pérdidas,Ganancias y pérdidas,Expense,D,,Yes,,59,,,,,,,,,,  
590505,Ganancias y pérdidas,Ganancias y pérdidas,Expense,D,,No,,5905,,,,,,,,,,  
6,Costos de ventas,Costos de ventas,Owners,D,,Yes,,,,,,,,,,,,  
61,Costo de ventas y de prestación de servicios,Costo de ventas y de prestación de servicios,Owners,D,,Yes,,6,,,,,,,,,,  
6105,Agricultura, ganadería, caza y silvicultura,Agricultura, ganadería, caza y silvicultura,Owners,D,,Yes,,61,,,,,,,,,,  
610505,Cultivo de cereales,Cultivo de cereales,Owners,D,,No,,6105,,,,,,,,,,  
610510,Cultivos de hortalizas, legumbres y plantas ornamentales,Cultivos de hortalizas, legumbres y plantas ornamentales,Owners,D,,No,,6105,,,,,,,,,,  
610515,Cultivos de frutas, nueces y plantas aromáticas,Cultivos de frutas, nueces y plantas aromáticas,Owners,D,,No,,6105,,,,,,,,,,  
610520,Cultivo de café,Cultivo de café,Owners,D,,No,,6105,,,,,,,,,,  
610525,Cultivo de flores,Cultivo de flores,Owners,D,,No,,6105,,,,,,,,,,  
610530,Cultivo de caña de azúcar,Cultivo de caña de azúcar,Owners,D,,No,,6105,,,,,,,,,,  
610535,Cultivo de algodón y plantas para material textil,Cultivo de algodón y plantas para material textil,Owners,D,,No,,6105,,,,,,,,,,  
610540,Cultivo de banano,Cultivo de banano,Owners,D,,No,,6105,,,,,,,,,,  
610545,Otros cultivos agrícolas,Otros cultivos agrícolas,Owners,D,,No,,6105,,,,,,,,,,  
610550,Cría de ovejas, cabras, asnos, mulas y burdéganos,Cría de ovejas, cabras, asnos, mulas y burdéganos,Owners,D,,No,,6105,,,,,,,,,,  
610555,Cría de ganado caballar y vacuno,Cría de ganado caballar y vacuno,Owners,D,,No,,6105,,,,,,,,,,  
610560,Producción avícola,Producción avícola,Owners,D,,No,,6105,,,,,,,,,,  
610565,Cría de otros animales,Cría de otros animales,Owners,D,,No,,6105,,,,,,,,,,  
610570,Servicios agrícolas y ganaderos,Servicios agrícolas y ganaderos,Owners,D,,No,,6105,,,,,,,,,,  
610575,Actividad de caza,Actividad de caza,Owners,D,,No,,6105,,,,,,,,,,  
610580,Actividad de silvicultura,Actividad de silvicultura,Owners,D,,No,,6105,,,,,,,,,,  
610595,Actividades conexas,Actividades conexas,Owners,D,,No,,6105,,,,,,,,,,  
610599,Ajustes por inflación,Ajustes por inflación,Owners,D,,No,,6105,,,,,,,,,,  
6110,Pesca,Pesca,Owners,D,,Yes,,61,,,,,,,,,,  
611005,Actividad de pesca,Actividad de pesca,Owners,D,,No,,6110,,,,,,,,,,  
611010,Explotación de criaderos de peces,Explotación de criaderos de peces,Owners,D,,No,,6110,,,,,,,,,,  
611095,Actividades conexas,Actividades conexas,Owners,D,,No,,6110,,,,,,,,,,  
611099,Ajustes por inflación,Ajustes por inflación,Owners,D,,No,,6110,,,,,,,,,,  
6115,Explotación de minas y canteras,Explotación de minas y canteras,Owners,D,,Yes,,61,,,,,,,,,,  
611505,Carbón,Carbón,Owners,D,,No,,6115,,,,,,,,,,  
611510,Petróleo crudo,Petróleo crudo,Owners,D,,No,,6115,,,,,,,,,,  
611512,Gas natural,Gas natural,Owners,D,,No,,6115,,,,,,,,,,  
611514,Servicios relacionados con extracción de petróleo y gas,Servicios relacionados con extracción de petróleo y gas,Owners,D,,No,,6115,,,,,,,,,,  
611515,Minerales de hierro,Minerales de hierro,Owners,D,,No,,6115,,,,,,,,,,  
611520,Minerales metalíferos no ferrosos,Minerales metalíferos no ferrosos,Owners,D,,No,,6115,,,,,,,,,,  
611525,Piedra, arena y arcilla,Piedra, arena y arcilla,Owners,D,,No,,6115,,,,,,,,,,  
611527,Piedras preciosas,Piedras preciosas,Owners,D,,No,,6115,,,,,,,,,,  
611528,Oro,Oro,Owners,D,,No,,6115,,,,,,,,,,  
611530,Otras minas y canteras,Otras minas y canteras,Owners,D,,No,,6115,,,,,,,,,,  
611532,Prestación de servicios sector minero,Prestación de servicios sector minero,Owners,D,,No,,6115,,,,,,,,,,  
611595,Actividades conexas,Actividades conexas,Owners,D,,No,,6115,,,,,,,,,,  
611599,Ajustes por inflación,Ajustes por inflación,Owners,D,,No,,6115,,,,,,,,,,  
6120,Industrias manufactureras,Industrias manufactureras,Owners,D,,Yes,,61,,,,,,,,,,  
612001,Producción y procesamiento de carnes y productos cárnicos,Producción y procesamiento de carnes y productos cárnicos,Owners,D,,No,,6120,,,,,,,,,,  
612002,Productos de pescado,Productos de pescado,Owners,D,,No,,6120,,,,,,,,,,  
612003,Productos de frutas, legumbres y hortalizas,Productos de frutas, legumbres y hortalizas,Owners,D,,No,,6120,,,,,,,,,,  
612004,Elaboración de aceites y grasas,Elaboración de aceites y grasas,Owners,D,,No,,6120,,,,,,,,,,  
612005,Elaboración  de productos lácteos,Elaboración  de productos lácteos,Owners,D,,No,,6120,,,,,,,,,,  
612006,Elaboración de productos de molinería,Elaboración de productos de molinería,Owners,D,,No,,6120,,,,,,,,,,  
612007,Elaboración de almidones y derivados,Elaboración de almidones y derivados,Owners,D,,No,,6120,,,,,,,,,,  
612008,Elaboración de alimentos para animales,Elaboración de alimentos para animales,Owners,D,,No,,6120,,,,,,,,,,  
612009,Elaboración de productos para panadería,Elaboración de productos para panadería,Owners,D,,No,,6120,,,,,,,,,,  
612010,Elaboración de azúcar y melazas,Elaboración de azúcar y melazas,Owners,D,,No,,6120,,,,,,,,,,  
612011,Elaboración de cacao, chocolate y confitería,Elaboración de cacao, chocolate y confitería,Owners,D,,No,,6120,,,,,,,,,,  
612012,Elaboración  de pastas y productos farináceos,Elaboración  de pastas y productos farináceos,Owners,D,,No,,6120,,,,,,,,,,  
612013,Elaboración de productos de café,Elaboración de productos de café,Owners,D,,No,,6120,,,,,,,,,,  
612014,Elaboración de otros productos alimenticios,Elaboración de otros productos alimenticios,Owners,D,,No,,6120,,,,,,,,,,  
612015,Elaboración de bebidas alcohólicas y alcohol etílico,Elaboración de bebidas alcohólicas y alcohol etílico,Owners,D,,No,,6120,,,,,,,,,,  
612016,Elaboración de vinos,Elaboración de vinos,Owners,D,,No,,6120,,,,,,,,,,  
612017,Elaboración de bebidas malteadas y de malta,Elaboración de bebidas malteadas y de malta,Owners,D,,No,,6120,,,,,,,,,,  
612018,Elaboración de bebidas no alcohólicas,Elaboración de bebidas no alcohólicas,Owners,D,,No,,6120,,,,,,,,,,  
612019,Elaboración de productos de tabaco,Elaboración de productos de tabaco,Owners,D,,No,,6120,,,,,,,,,,  
612020,Preparación e hilatura de fibras textiles y tejeduría,Preparación e hilatura de fibras textiles y tejeduría,Owners,D,,No,,6120,,,,,,,,,,  
612021,Acabado de productos textiles,Acabado de productos textiles,Owners,D,,No,,6120,,,,,,,,,,  
612022,Elaboración de artículos de materiales textiles,Elaboración de artículos de materiales textiles,Owners,D,,No,,6120,,,,,,,,,,  
612023,Elaboración de tapices y alfombras,Elaboración de tapices y alfombras,Owners,D,,No,,6120,,,,,,,,,,  
612024,Elaboración de cuerdas, cordeles, bramantes y redes,Elaboración de cuerdas, cordeles, bramantes y redes,Owners,D,,No,,6120,,,,,,,,,,  
612025,Elaboración de otros productos textiles,Elaboración de otros productos textiles,Owners,D,,No,,6120,,,,,,,,,,  
612026,Elaboración de tejidos,Elaboración de tejidos,Owners,D,,No,,6120,,,,,,,,,,  
612027,Elaboración de prendas de vestir,Elaboración de prendas de vestir,Owners,D,,No,,6120,,,,,,,,,,  
612028,Preparación, adobo y teñido de pieles,Preparación, adobo y teñido de pieles,Owners,D,,No,,6120,,,,,,,,,,  
612029,Curtido, adobo o preparación de cuero,Curtido, adobo o preparación de cuero,Owners,D,,No,,6120,,,,,,,,,,  
612030,Elaboración de maletas, bolsos y similares,Elaboración de maletas, bolsos y similares,Owners,D,,No,,6120,,,,,,,,,,  
612031,Elaboración de calzado,Elaboración de calzado,Owners,D,,No,,6120,,,,,,,,,,  
612032,Producción de madera, artículos de madera y corcho,Producción de madera, artículos de madera y corcho,Owners,D,,No,,6120,,,,,,,,,,  
612033,Elaboración de pasta y productos de madera, papel y cartón,Elaboración de pasta y productos de madera, papel y cartón,Owners,D,,No,,6120,,,,,,,,,,  
612034,Ediciones y publicaciones,Ediciones y publicaciones,Owners,D,,No,,6120,,,,,,,,,,  
612035,Impresión,Impresión,Owners,D,,No,,6120,,,,,,,,,,  
612036,Servicios relacionados con la edición y la impresión,Servicios relacionados con la edición y la impresión,Owners,D,,No,,6120,,,,,,,,,,  
612037,Reproducción de grabaciones,Reproducción de grabaciones,Owners,D,,No,,6120,,,,,,,,,,  
612038,Elaboración de productos de horno de coque,Elaboración de productos de horno de coque,Owners,D,,No,,6120,,,,,,,,,,  
612039,Elaboración de productos de la refinación de petróleo,Elaboración de productos de la refinación de petróleo,Owners,D,,No,,6120,,,,,,,,,,  
612040,Elaboración de sustancias químicas básicas,Elaboración de sustancias químicas básicas,Owners,D,,No,,6120,,,,,,,,,,  
612041,Elaboración de abonos y compuestos de nitrógeno,Elaboración de abonos y compuestos de nitrógeno,Owners,D,,No,,6120,,,,,,,,,,  
612042,Elaboración de plástico y caucho sintético,Elaboración de plástico y caucho sintético,Owners,D,,No,,6120,,,,,,,,,,  
612043,Elaboración de productos químicos de uso agropecuario,Elaboración de productos químicos de uso agropecuario,Owners,D,,No,,6120,,,,,,,,,,  
612044,Elaboración de pinturas, tintas y masillas,Elaboración de pinturas, tintas y masillas,Owners,D,,No,,6120,,,,,,,,,,  
612045,Elaboración de productos farmacéuticos y botánicos,Elaboración de productos farmacéuticos y botánicos,Owners,D,,No,,6120,,,,,,,,,,  
612046,Elaboración de jabones, detergentes y preparados de tocador,Elaboración de jabones, detergentes y preparados de tocador,Owners,D,,No,,6120,,,,,,,,,,  
612047,Elaboración de otros productos químicos,Elaboración de otros productos químicos,Owners,D,,No,,6120,,,,,,,,,,  
612048,Elaboración de fibras,Elaboración de fibras,Owners,D,,No,,6120,,,,,,,,,,  
612049,Elaboración de otros productos de caucho,Elaboración de otros productos de caucho,Owners,D,,No,,6120,,,,,,,,,,  
612050,Elaboración de productos de plástico,Elaboración de productos de plástico,Owners,D,,No,,6120,,,,,,,,,,  
612051,Elaboración de vidrio y productos de vidrio,Elaboración de vidrio y productos de vidrio,Owners,D,,No,,6120,,,,,,,,,,  
612052,Elaboración de productos de cerámica, loza, piedra, arcilla y porcelana,Elaboración de productos de cerámica, loza, piedra, arcilla y porcelana,Owners,D,,No,,6120,,,,,,,,,,  
612053,Elaboración de cemento, cal y yeso,Elaboración de cemento, cal y yeso,Owners,D,,No,,6120,,,,,,,,,,  
612054,Elaboración de artículos de hormigón, cemento y yeso,Elaboración de artículos de hormigón, cemento y yeso,Owners,D,,No,,6120,,,,,,,,,,  
612055,Corte, tallado y acabado de la piedra,Corte, tallado y acabado de la piedra,Owners,D,,No,,6120,,,,,,,,,,  
612056,Elaboración de otros productos minerales no metálicos,Elaboración de otros productos minerales no metálicos,Owners,D,,No,,6120,,,,,,,,,,  
612057,Industrias básicas y fundición de hierro y acero,Industrias básicas y fundición de hierro y acero,Owners,D,,No,,6120,,,,,,,,,,  
612058,Productos primarios de metales preciosos y de metales no ferrosos,Productos primarios de metales preciosos y de metales no ferrosos,Owners,D,,No,,6120,,,,,,,,,,  
612059,Fundición de metales no ferrosos,Fundición de metales no ferrosos,Owners,D,,No,,6120,,,,,,,,,,  
612060,Fabricación de productos metálicos para uso estructural,Fabricación de productos metálicos para uso estructural,Owners,D,,No,,6120,,,,,,,,,,  
612061,Forja, prensado, estampado, laminado de metal y pulvimetalurgia,Forja, prensado, estampado, laminado de metal y pulvimetalurgia,Owners,D,,No,,6120,,,,,,,,,,  
612062,Revestimiento de metales y obras de ingeniería mecánica,Revestimiento de metales y obras de ingeniería mecánica,Owners,D,,No,,6120,,,,,,,,,,  
612063,Fabricación de artículos de ferretería,Fabricación de artículos de ferretería,Owners,D,,No,,6120,,,,,,,,,,  
612064,Elaboración de otros productos de metal,Elaboración de otros productos de metal,Owners,D,,No,,6120,,,,,,,,,,  
612065,Fabricación de maquinaria y equipo,Fabricación de maquinaria y equipo,Owners,D,,No,,6120,,,,,,,,,,  
612066,Fabricación de equipos de elevación y manipulación,Fabricación de equipos de elevación y manipulación,Owners,D,,No,,6120,,,,,,,,,,  
612067,Elaboración de aparatos de uso doméstico,Elaboración de aparatos de uso doméstico,Owners,D,,No,,6120,,,,,,,,,,  
612068,Elaboración de equipo de oficina,Elaboración de equipo de oficina,Owners,D,,No,,6120,,,,,,,,,,  
612069,Elaboración de pilas y baterías primarias,Elaboración de pilas y baterías primarias,Owners,D,,No,,6120,,,,,,,,,,  
612070,Elaboración de equipo de iluminación,Elaboración de equipo de iluminación,Owners,D,,No,,6120,,,,,,,,,,  
612071,Elaboración de otros tipos de equipo eléctrico,Elaboración de otros tipos de equipo eléctrico,Owners,D,,No,,6120,,,,,,,,,,  
612072,Fabricación de equipos de radio, televisión y comunicaciones,Fabricación de equipos de radio, televisión y comunicaciones,Owners,D,,No,,6120,,,,,,,,,,  
612073,Fabricación de aparatos e instrumentos médicos,Fabricación de aparatos e instrumentos médicos,Owners,D,,No,,6120,,,,,,,,,,  
612074,Fabricación de instrumentos de medición y control,Fabricación de instrumentos de medición y control,Owners,D,,No,,6120,,,,,,,,,,  
612075,Fabricación de instrumentos de óptica y equipo fotográfico,Fabricación de instrumentos de óptica y equipo fotográfico,Owners,D,,No,,6120,,,,,,,,,,  
612076,Fabricación de relojes,Fabricación de relojes,Owners,D,,No,,6120,,,,,,,,,,  
612077,Fabricación de vehículos automotores,Fabricación de vehículos automotores,Owners,D,,No,,6120,,,,,,,,,,  
612078,Fabricación de carrocerías para automotores,Fabricación de carrocerías para automotores,Owners,D,,No,,6120,,,,,,,,,,  
612079,Fabricación de partes, piezas y accesorios para automotores,Fabricación de partes, piezas y accesorios para automotores,Owners,D,,No,,6120,,,,,,,,,,  
612080,Fabricación y reparación de buques y otras embarcaciones,Fabricación y reparación de buques y otras embarcaciones,Owners,D,,No,,6120,,,,,,,,,,  
612081,Fabricación de locomotoras y material rodante para ferrocarriles,Fabricación de locomotoras y material rodante para ferrocarriles,Owners,D,,No,,6120,,,,,,,,,,  
612082,Fabricación de aeronaves,Fabricación de aeronaves,Owners,D,,No,,6120,,,,,,,,,,  
612083,Fabricación de motocicletas,Fabricación de motocicletas,Owners,D,,No,,6120,,,,,,,,,,  
612084,Fabricación de bicicletas y sillas de ruedas,Fabricación de bicicletas y sillas de ruedas,Owners,D,,No,,6120,,,,,,,,,,  
612085,Fabricación de otros tipos de transporte,Fabricación de otros tipos de transporte,Owners,D,,No,,6120,,,,,,,,,,  
612086,Fabricación de muebles,Fabricación de muebles,Owners,D,,No,,6120,,,,,,,,,,  
612087,Fabricación de joyas y artículos conexos,Fabricación de joyas y artículos conexos,Owners,D,,No,,6120,,,,,,,,,,  
612088,Fabricación de instrumentos de música,Fabricación de instrumentos de música,Owners,D,,No,,6120,,,,,,,,,,  
612089,Fabricación de artículos y equipo para deporte,Fabricación de artículos y equipo para deporte,Owners,D,,No,,6120,,,,,,,,,,  
612090,Fabricación de juegos y juguetes,Fabricación de juegos y juguetes,Owners,D,,No,,6120,,,,,,,,,,  
612091,Reciclamiento de desperdicios,Reciclamiento de desperdicios,Owners,D,,No,,6120,,,,,,,,,,  
612095,Productos de otras industrias manufactureras,Productos de otras industrias manufactureras,Owners,D,,No,,6120,,,,,,,,,,  
612099,Ajustes por inflación,Ajustes por inflación,Owners,D,,No,,6120,,,,,,,,,,  
6125,Suministro de electricidad, gas y agua,Suministro de electricidad, gas y agua,Owners,D,,Yes,,61,,,,,,,,,,  
612505,Generación, captación y distribución de energía eléctrica,Generación, captación y distribución de energía eléctrica,Owners,D,,No,,6125,,,,,,,,,,  
612510,Fabricación de gas y distribución de combustibles gaseosos,Fabricación de gas y distribución de combustibles gaseosos,Owners,D,,No,,6125,,,,,,,,,,  
612515,Captación, depuración y distribución de agua,Captación, depuración y distribución de agua,Owners,D,,No,,6125,,,,,,,,,,  
612595,Actividades conexas,Actividades conexas,Owners,D,,No,,6125,,,,,,,,,,  
612599,Ajustes por inflación,Ajustes por inflación,Owners,D,,No,,6125,,,,,,,,,,  
6130,Construcción,Construcción,Owners,D,,Yes,,61,,,,,,,,,,  
613005,Preparación de terrenos,Preparación de terrenos,Owners,D,,No,,6130,,,,,,,,,,  
613010,Construcción de edificios y obras de ingeniería civil,Construcción de edificios y obras de ingeniería civil,Owners,D,,No,,6130,,,,,,,,,,  
613015,Acondicionamiento de edificios,Acondicionamiento de edificios,Owners,D,,No,,6130,,,,,,,,,,  
613020,Terminación de edificaciones,Terminación de edificaciones,Owners,D,,No,,6130,,,,,,,,,,  
613025,Alquiler de equipo con operario,Alquiler de equipo con operario,Owners,D,,No,,6130,,,,,,,,,,  
613095,Actividades conexas,Actividades conexas,Owners,D,,No,,6130,,,,,,,,,,  
613099,Ajustes por inflación,Ajustes por inflación,Owners,D,,No,,6130,,,,,,,,,,  
6135,Comercio al por mayor y al por menor,Comercio al por mayor y al por menor,Owners,D,,Yes,,61,,,,,,,,,,  
613502,Venta de vehículos automotores,Venta de vehículos automotores,Owners,D,,No,,6135,,,,,,,,,,  
613504,Mantenimiento, reparación y lavado de vehículos automotores,Mantenimiento, reparación y lavado de vehículos automotores,Owners,D,,No,,6135,,,,,,,,,,  
613506,Venta de partes, piezas y accesorios de vehículos automotores,Venta de partes, piezas y accesorios de vehículos automotores,Owners,D,,No,,6135,,,,,,,,,,  
613508,Venta  de combustibles sólidos, líquidos, gaseosos,Venta  de combustibles sólidos, líquidos, gaseosos,Owners,D,,No,,6135,,,,,,,,,,  
613510,Venta de lubricantes, aditivos, llantas y lujos para automotores,Venta de lubricantes, aditivos, llantas y lujos para automotores,Owners,D,,No,,6135,,,,,,,,,,  
613512,Venta a cambio de retribución o por contrata,Venta a cambio de retribución o por contrata,Owners,D,,No,,6135,,,,,,,,,,  
613514,Venta de insumos, materias primas agropecuarias y flores,Venta de insumos, materias primas agropecuarias y flores,Owners,D,,No,,6135,,,,,,,,,,  
613516,Venta de otros insumos y materias primas no agropecuarias,Venta de otros insumos y materias primas no agropecuarias,Owners,D,,No,,6135,,,,,,,,,,  
613518,Venta de animales vivos y cueros,Venta de animales vivos y cueros,Owners,D,,No,,6135,,,,,,,,,,  
613520,Venta de productos en almacenes no especializados,Venta de productos en almacenes no especializados,Owners,D,,No,,6135,,,,,,,,,,  
613522,Venta de productos agropecuarios,Venta de productos agropecuarios,Owners,D,,No,,6135,,,,,,,,,,  
613524,Venta de productos textiles, de vestir, de cuero y calzado,Venta de productos textiles, de vestir, de cuero y calzado,Owners,D,,No,,6135,,,,,,,,,,  
613526,Venta de papel y cartón,Venta de papel y cartón,Owners,D,,No,,6135,,,,,,,,,,  
613528,Venta de libros, revistas, elementos de papelería, útiles y textos escolares,Venta de libros, revistas, elementos de papelería, útiles y textos escolares,Owners,D,,No,,6135,,,,,,,,,,  
613530,Venta de juegos, juguetes y artículos deportivos,Venta de juegos, juguetes y artículos deportivos,Owners,D,,No,,6135,,,,,,,,,,  
613532,Venta de instrumentos quirúrgicos y ortopédicos,Venta de instrumentos quirúrgicos y ortopédicos,Owners,D,,No,,6135,,,,,,,,,,  
613534,Venta de artículos en relojerías y joyerías,Venta de artículos en relojerías y joyerías,Owners,D,,No,,6135,,,,,,,,,,  
613536,Venta de electrodomésticos y muebles,Venta de electrodomésticos y muebles,Owners,D,,No,,6135,,,,,,,,,,  
613538,Venta de productos de aseo, farmacéuticos,  medicinales y artículos de tocador,Venta de productos de aseo, farmacéuticos,  medicinales y artículos de tocador,Owners,D,,No,,6135,,,,,,,,,,  
613540,Venta de cubiertos, vajillas, cristalería, porcelanas, cerámicas y otros artículos de uso doméstico,Venta de cubiertos, vajillas, cristalería, porcelanas, cerámicas y otros artículos de uso doméstico,Owners,D,,No,,6135,,,,,,,,,,  
613542,Venta de materiales de construcción, fontanería y calefacción,Venta de materiales de construcción, fontanería y calefacción,Owners,D,,No,,6135,,,,,,,,,,  
613544,Venta de pinturas y lacas,Venta de pinturas y lacas,Owners,D,,No,,6135,,,,,,,,,,  
