[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],Nivel,Tipo,Cuenta de la subcuenta,Desglose de la subcuenta,C/D de la subcuenta,Ultimo epigrafe,Izquierda(3),Sin signo,Orden,Order parent
4300,"Clientes (euros)","Clientes (euros)",Asset,B,,Yes,,430,6,B,,,B,A.D.III.1,430,4300,174,174
4304,"Clientes (moneda extranjera)","Clientes (moneda extranjera)",Asset,B,,Yes,,430,6,B,,,B,A.D.III.1,430,4304,175,175
4309,"Clientes, facturas pendientes de formalizar","Clientes, facturas pendientes de formalizar",Asset,B,,Yes,,430,6,B,,,B,A.D.III.1,430,4309,176,176
431,"Clientes, efectos comerciales a cobrar","Clientes, efectos comerciales a cobrar",Asset,B,,Yes,,A.D.III.1,5,C,,,B,A.D.III.1,431,431,177,177
4310,"Efectos comerciales en cartera","Efectos comerciales en cartera",Asset,B,,Yes,,431,6,B,,,B,A.D.III.1,431,4310,178,178
4311,"Efectos comerciales descontados","Efectos comerciales descontados",Asset,B,,Yes,,431,6,B,,,B,A.D.III.1,431,4311,179,179
4312,"Efectos comerciales en gestión de cobro","Efectos comerciales en gestión de cobro",Asset,B,,Yes,,431,6,B,,,B,A.D.III.1,431,4312,180,180
4315,"Efectos comerciales impagados","Efectos comerciales impagados",Asset,B,,Yes,,431,6,B,,,B,A.D.III.1,431,4315,181,181
435,"Clientes de dudoso cobro","Clientes de dudoso cobro",Asset,B,,Yes,,A.D.III.1,5,C,,,B,A.D.III.1,435,435,182,182
436,"Envases y embalajes a devolver por clientes","Envases y embalajes a devolver por clientes",Asset,B,,Yes,,A.D.III.1,5,C,,,B,A.D.III.1,436,436,183,183
A.D.III.2,"2. Empresas del grupo, deudores","2. Empresas del grupo, deudores",Asset,B,,Yes,,A.D.III,4,E,,,B,A.D.III.2,A.D,A.D.III.2,184,184
432,"Clientes, empresas del grupo","Clientes, empresas del grupo",Asset,B,,Yes,,A.D.III.2,5,C,,,B,A.D.III.2,432,432,185,185
4320,"Clientes, empresas del grupo (euros)","Clientes, empresas del grupo (euros)",Asset,B,,Yes,,432,6,B,,,B,A.D.III.2,432,4320,186,186
4321,"Efectos comerciales a cobrar, empresas del grupo","Efectos comerciales a cobrar, empresas del grupo",Asset,B,,Yes,,432,6,B,,,B,A.D.III.2,432,4321,187,187
4324,"Clientes, empresas del grupo (moneda extranjera)","Clientes, empresas del grupo (moneda extranjera)",Asset,B,,Yes,,432,6,B,,,B,A.D.III.2,432,4324,188,188
4326,"Envases y embalajes a devolver a clientes, empresas del grupo","Envases y embalajes a devolver a clientes, empresas del grupo",Asset,B,,Yes,,432,6,B,,,B,A.D.III.2,432,4326,189,189
4329,"Clientes, empresas del grupo, facturas pendientes de formalizar","Clientes, empresas del grupo, facturas pendientes de formalizar",Asset,B,,Yes,,432,6,B,,,B,A.D.III.2,432,4329,190,190
551,"Cuenta corriente con empresas del grupo","Cuenta corriente con empresas del grupo",Asset,B,,Yes,,A.D.III.2,5,C,,,B,A.D.III.2,551,551,191,191
A.D.III.3,"3. Empresas asociadas, deudores","3. Empresas asociadas, deudores",Asset,B,,Yes,,A.D.III,4,E,,,B,A.D.III.3,A.D,A.D.III.3,192,192
433,"Clientes, empresas asociadas","Clientes, empresas asociadas",Asset,B,,Yes,,A.D.III.3,5,C,,,B,A.D.III.3,433,433,193,193
552,"Cuenta corriente con empresas asociadas","Cuenta corriente con empresas asociadas",Asset,B,,Yes,,A.D.III.3,5,C,,,B,A.D.III.3,552,552,194,194
A.D.III.4,"4. Deudores varios","4. Deudores varios",Asset,B,,Yes,,A.D.III,4,E,,,B,A.D.III.4,A.D,A.D.III.4,195,195
553,"Cuenta corriente con socios y administradores","Cuenta corriente con socios y administradores",Asset,B,,Yes,,A.D.III.4,5,C,,,B,A.D.III.4,553,553,196,196
440,"Deudores","Deudores",Asset,B,,Yes,,A.D.III.4,5,C,,,B,A.D.III.4,440,440,197,197
4400,"Deudores (euros)","Deudores (euros)",Asset,B,,Yes,,440,6,B,,,B,A.D.III.4,440,4400,198,198
4404,"Deudores (moneda extranjera)","Deudores (moneda extranjera)",Asset,B,,Yes,,440,6,B,,,B,A.D.III.4,440,4404,199,199
4409,"Deudores, facturas pendientes de formalizar","Deudores, facturas pendientes de formalizar",Asset,B,,Yes,,440,6,B,,,B,A.D.III.4,440,4409,200,200
441,"Deudores, efectos comerciales a cobrar","Deudores, efectos comerciales a cobrar",Asset,B,,Yes,,A.D.III.4,5,C,,,B,A.D.III.4,441,441,201,201
4410,"Deudores, efectos comerciales en cartera","Deudores, efectos comerciales en cartera",Asset,B,,Yes,,441,6,B,,,B,A.D.III.4,441,4410,202,202
4411,"Deudores, efectos comerciales descontados","Deudores, efectos comerciales descontados",Asset,B,,Yes,,441,6,B,,,B,A.D.III.4,441,4411,203,203
4412,"Deudores, efectos comerciales en gestión de cobro","Deudores, efectos comerciales en gestión de cobro",Asset,B,,Yes,,441,6,B,,,B,A.D.III.4,441,4412,204,204
4415,"Deudores, efectos comerciales impagados","Deudores, efectos comerciales impagados",Asset,B,,Yes,,441,6,B,,,B,A.D.III.4,441,4415,205,205
445,"Deudores de dudoso cobro","Deudores de dudoso cobro",Asset,B,,Yes,,A.D.III.4,5,C,,,B,A.D.III.4,445,445,206,206
449,"Deudores por operaciones en común","Deudores por operaciones en común",Asset,B,,Yes,,A.D.III.4,5,C,,,B,A.D.III.4,449,449,207,207
555,"Partidas pendientes de aplicación","Partidas pendientes de aplicación",Asset,B,,Yes,,A.D.III.4,5,C,,,B,A.D.III.4,555,555,208,208
A.D.III.5,"5. Personal","5. Personal",Asset,B,,Yes,,A.D.III,4,E,,,B,A.D.III.5,A.D,A.D.III.5,209,209
460,"Anticipos de remuneraciones","Anticipos de remuneraciones",Asset,B,,Yes,,A.D.III.5,5,C,,,B,A.D.III.5,460,460,210,210
544,"Créditos a corto plazo al personal","Créditos a corto plazo al personal",Asset,B,,Yes,,A.D.III.5,5,C,,,B,A.D.III.5,544,544,211,211
A.D.III.6,"6. Administraciones públicas","6. Administraciones públicas",Asset,B,,Yes,,A.D.III,4,E,,,B,A.D.III.6,A.D,A.D.III.6,212,212
470,"Hacienda Pública, deudor por diversos conceptos","Hacienda Pública, deudor por diversos conceptos",Asset,B,,Yes,,A.D.III.6,5,C,,,B,A.D.III.6,470,470,213,213
4700,"Hacienda Pública, deudor por IVA","Hacienda Pública, deudor por IVA",Asset,B,,Yes,,470,6,B,,,B,A.D.III.6,470,4700,214,214
4708,"Hacienda Pública, deudor por subvenciones concedidas","Hacienda Pública, deudor por subvenciones concedidas",Asset,B,,Yes,,470,6,B,,,B,A.D.III.6,470,4708,215,215
4709,"Hacienda Pública, deudor por devolución de impuestos","Hacienda Pública, deudor por devolución de impuestos",Asset,B,,Yes,,470,6,B,,,B,A.D.III.6,470,4709,216,216
471,"Organismos de la Seguridad Social, deudores","Organismos de la Seguridad Social, deudores",Asset,B,,Yes,,A.D.III.6,5,C,,,B,A.D.III.6,471,471,217,217
472,"Hacienda Pública, IVA soportado","Hacienda Pública, IVA soportado",Asset,B,,Yes,,A.D.III.6,5,C,,,B,A.D.III.6,472,472,218,218
474,"Impuesto sobre beneficios anticipado y compensación de pérdidas","Impuesto sobre beneficios anticipado y compensación de pérdidas",Asset,B,,Yes,,A.D.III.6,5,C,,,B,A.D.III.6,474,474,219,219
4740,"Impuesto sobre beneficios anticipado","Impuesto sobre beneficios anticipado",Asset,B,,Yes,,474,6,B,,,B,A.D.III.6,474,4740,220,220
4741,"Impuesto sobre beneficios anticipado a largo plazo","Impuesto sobre beneficios anticipado a largo plazo",Asset,B,,Yes,,474,6,B,,,B,A.D.III.6,474,4741,221,221
4745,"Crédito por pérdidas a compensar del ejercicio ...","Crédito por pérdidas a compensar del ejercicio ...",Asset,B,,Yes,,474,6,B,,,B,A.D.III.6,474,4745,222,222
4746,"Crédito por pérdidas a compensar del ejercicio... a largo plazo","Crédito por pérdidas a compensar del ejercicio... a largo plazo",Asset,B,,Yes,,474,6,B,,,B,A.D.III.6,474,4746,223,223
4748,"Impuesto sobre beneficios anticipado por operaciones intra-grupo","Impuesto sobre beneficios anticipado por operaciones intra-grupo",Asset,B,,Yes,,474,6,B,,,B,A.D.III.6,474,4748,224,224
4749,"Crédito por pérdidas a compensar en régimen de declaración consolidada del ejercicio","Crédito por pérdidas a compensar en régimen de declaración consolidada del ejercicio",Asset,B,,Yes,,474,6,B,,,B,A.D.III.6,474,4749,225,225
473,"Hacienda Pública, retenciones y pagos a cuenta","Hacienda Pública, retenciones y pagos a cuenta",Asset,B,,Yes,,A.D.III.6,5,C,,,B,A.D.III.6,473,473,226,226
A.D.III.7,"7. Provisiones","7. Provisiones",Asset,B,,Yes,,A.D.III,4,E,,,B,A.D.III.7,A.D,A.D.III.7,227,227
490,"Provisión para insolvencias de tráfico","Provisión para insolvencias de tráfico",Asset,B,,Yes,,A.D.III.7,5,C,,,B,A.D.III.7,490,490,228,228
493,"Provisión para insolvencias de tráfico de empresas del grupo","Provisión para insolvencias de tráfico de empresas del grupo",Asset,B,,Yes,,A.D.III.7,5,C,,,B,A.D.III.7,493,493,229,229
494,"Provisión para insolvencias de tráfico de empresas asociadas","Provisión para insolvencias de tráfico de empresas asociadas",Asset,B,,Yes,,A.D.III.7,5,C,,,B,A.D.III.7,494,494,230,230
A.D.IV,"IV. Inversiones financieras temporales","IV. Inversiones financieras temporales",Asset,B,,Yes,,A.D,3,E,,,B,A.D.IV,A.D,A.D.IV,231,231
A.D.IV.1,"1. Participaciones en empresas del grupo","1. Participaciones en empresas del grupo",Asset,B,,Yes,,A.D.IV,4,E,,,B,A.D.IV.1,A.D,A.D.IV.1,232,232
530,"Participaciones a corto plazo en empresas del grupo","Participaciones a corto plazo en empresas del grupo",Asset,B,,Yes,,A.D.IV.1,5,C,,,B,A.D.IV.1,530,530,233,233
538,"Desembolsos pendientes sobre acciones a corto plazo de empresas del grupo","Desembolsos pendientes sobre acciones a corto plazo de empresas del grupo",Asset,B,,Yes,,A.D.IV.1,5,C,,,B,A.D.IV.1,538,538,234,234
A.D.IV.2,"2. Créditos a empresas del grupo","2. Créditos a empresas del grupo",Asset,B,,Yes,,A.D.IV,4,E,,,B,A.D.IV.2,A.D,A.D.IV.2,235,235
532,"Valores de renta fija a corto plazo de empresas del grupo","Valores de renta fija a corto plazo de empresas del grupo",Asset,B,,Yes,,A.D.IV.2,5,C,,,B,A.D.IV.2,532,532,236,236
534,"Créditos a corto plazo a empresas del grupo","Créditos a corto plazo a empresas del grupo",Asset,B,,Yes,,A.D.IV.2,5,C,,,B,A.D.IV.2,534,534,237,237
5348,"Créditos a corto plazo con empresas del grupo por efecto impositivo","Créditos a corto plazo con empresas del grupo por efecto impositivo",Asset,B,,Yes,,534,6,B,,,B,A.D.IV.2,534,5348,238,238
536,"Intereses a corto plazo de inversiones financieras en empresas del grupo","Intereses a corto plazo de inversiones financieras en empresas del grupo",Asset,B,,Yes,,A.D.IV.2,5,C,,,B,A.D.IV.2,536,536,239,239
5360,"Intereses a corto plazo de valores de renta fija de empresas del grupo","Intereses a corto plazo de valores de renta fija de empresas del grupo",Asset,B,,Yes,,536,6,B,,,B,A.D.IV.2,536,5360,240,240
5361,"Intereses a corto plazo de créditos a empresas del grupo","Intereses a corto plazo de créditos a empresas del grupo",Asset,B,,Yes,,536,6,B,,,B,A.D.IV.2,536,5361,241,241
A.D.IV.3,"3. Participaciones en empresas asociadas","3. Participaciones en empresas asociadas",Asset,B,,Yes,,A.D.IV,4,E,,,B,A.D.IV.3,A.D,A.D.IV.3,242,242
531,"Participaciones a corto plazo en empresas asociadas","Participaciones a corto plazo en empresas asociadas",Asset,B,,Yes,,A.D.IV.3,5,C,,,B,A.D.IV.3,531,531,243,243
539,"Desembolsos pendientes sobre acciones a corto plazo de empresas asociadas","Desembolsos pendientes sobre acciones a corto plazo de empresas asociadas",Asset,B,,Yes,,A.D.IV.3,5,C,,,B,A.D.IV.3,539,539,244,244
A.D.IV.4,"4. Créditos a empresas asociadas","4. Créditos a empresas asociadas",Asset,B,,Yes,,A.D.IV,4,E,,,B,A.D.IV.4,A.D,A.D.IV.4,245,245
533,"Valores de renta fija a corto plazo de empresas asociadas","Valores de renta fija a corto plazo de empresas asociadas",Asset,B,,Yes,,A.D.IV.4,5,C,,,B,A.D.IV.4,533,533,246,246
535,"Créditos a corto plazo a empresas asociadas","Créditos a corto plazo a empresas asociadas",Asset,B,,Yes,,A.D.IV.4,5,C,,,B,A.D.IV.4,535,535,247,247
537,"Intereses a corto plazo de inversiones financieras en empresas asociadas","Intereses a corto plazo de inversiones financieras en empresas asociadas",Asset,B,,Yes,,A.D.IV.4,5,C,,,B,A.D.IV.4,537,537,248,248
A.D.IV.5,"5. Cartera de valores a corto plazo","5. Cartera de valores a corto plazo",Asset,B,,Yes,,A.D.IV,4,E,,,B,A.D.IV.5,A.D,A.D.IV.5,249,249
540,"Inversiones financieras temporales en capital","Inversiones financieras temporales en capital",Asset,B,,Yes,,A.D.IV.5,5,C,,,B,A.D.IV.5,540,540,250,250
5400,"Inversiones financieras temporales en acciones con cotización en un mercado secundario organizado","Inversiones financieras temporales en acciones con cotización en un mercado secundario organizado",Asset,B,,Yes,,540,6,B,,,B,A.D.IV.5,540,5400,251,251
5401,"Inversiones financieras temporales en acciones sin cotización en un mercado secundario organizado","Inversiones financieras temporales en acciones sin cotización en un mercado secundario organizado",Asset,B,,Yes,,540,6,B,,,B,A.D.IV.5,540,5401,252,252
5409,"Otras inversiones financieras temporales en capital","Otras inversiones financieras temporales en capital",Asset,B,,Yes,,540,6,B,,,B,A.D.IV.5,540,5409,253,253
541,"Valores de renta fija a corto plazo","Valores de renta fija a corto plazo",Asset,B,,Yes,,A.D.IV.5,5,C,,,B,A.D.IV.5,541,541,254,254
5418,"Participaciones en Fondos de Inversión en Activos del Mercado Monetario a corto plazo","Participaciones en Fondos de Inversión en Activos del Mercado Monetario a corto plazo",Asset,B,,Yes,,541,6,B,,,B,A.D.IV.5,541,5418,255,255
546,"Intereses a corto plazo de valores de renta fija","Intereses a corto plazo de valores de renta fija",Asset,B,,Yes,,A.D.IV.5,5,C,,,B,A.D.IV.5,546,546,256,256
549,"Desembolsos pendientes sobre acciones a corto plazo","Desembolsos pendientes sobre acciones a corto plazo",Asset,B,,Yes,,A.D.IV.5,5,C,,,B,A.D.IV.5,549,549,257,257
A.D.IV.6,"6. Otros créditos","6. Otros créditos",Asset,B,,Yes,,A.D.IV,4,E,,,B,A.D.IV.6,A.D,A.D.IV.6,258,258
542,"Créditos a corto plazo","Créditos a corto plazo",Asset,B,,Yes,,A.D.IV.6,5,C,,,B,A.D.IV.6,542,542,259,259
543,"Créditos a corto plazo por enajenación de inmovilizado","Créditos a corto plazo por enajenación de inmovilizado",Asset,B,,Yes,,A.D.IV.6,5,C,,,B,A.D.IV.6,543,543,260,260
545,"Dividendo a cobrar","Dividendo a cobrar",Asset,B,,Yes,,A.D.IV.6,5,C,,,B,A.D.IV.6,545,545,261,261
547,"Intereses a corto plazo de créditos","Intereses a corto plazo de créditos",Asset,B,,Yes,,A.D.IV.6,5,C,,,B,A.D.IV.6,547,547,262,262
548,"Imposiciones a corto plazo","Imposiciones a corto plazo",Asset,B,,Yes,,A.D.IV.6,5,C,,,B,A.D.IV.6,548,548,263,263
A.D.IV.7,"7. Depositos y fianzas constituidos a corto plazo","7. Depositos y fianzas constituidos a corto plazo",Asset,B,,Yes,,A.D.IV,4,E,,,B,A.D.IV.7,A.D,A.D.IV.7,264,264
565,"Fianzas constituidas a corto plazo","Fianzas constituidas a corto plazo",Asset,B,,Yes,,A.D.IV.7,5,C,,,B,A.D.IV.7,565,565,265,265
566,"Depósitos constituidos a corto plazo","Depósitos constituidos a corto plazo",Asset,B,,Yes,,A.D.IV.7,5,C,,,B,A.D.IV.7,566,566,266,266
A.D.IV.8,"8. Provisiones","8. Provisiones",Asset,B,,Yes,,A.D.IV,4,E,,,B,A.D.IV.8,A.D,A.D.IV.8,267,267
593,"Provisión por depreciación de valores negociables a corto plazo de empresas del grupo","Provisión por depreciación de valores negociables a corto plazo de empresas del grupo",Asset,B,,Yes,,A.D.IV.8,5,C,,,B,A.D.IV.8,593,593,268,268
594,"Provisión por depreciación de valores negociables a corto plazo de empresas asociadas","Provisión por depreciación de valores negociables a corto plazo de empresas asociadas",Asset,B,,Yes,,A.D.IV.8,5,C,,,B,A.D.IV.8,594,594,269,269
595,"Provisión para insolvencias de créditos a corto plazo a empresas del grupo","Provisión para insolvencias de créditos a corto plazo a empresas del grupo",Asset,B,,Yes,,A.D.IV.8,5,C,,,B,A.D.IV.8,595,595,270,270
596,"Provisión para insolvencias de créditos a corto plazo a empresas asociadas","Provisión para insolvencias de créditos a corto plazo a empresas asociadas",Asset,B,,Yes,,A.D.IV.8,5,C,,,B,A.D.IV.8,596,596,271,271
597,"Provisión por depreciación de valores negociables a corto plazo","Provisión por depreciación de valores negociables a corto plazo",Asset,B,,Yes,,A.D.IV.8,5,C,,,B,A.D.IV.8,597,597,272,272
598,"Provisión para insolvencias de créditos a corto plazo","Provisión para insolvencias de créditos a corto plazo",Asset,B,,Yes,,A.D.IV.8,5,C,,,B,A.D.IV.8,598,598,273,273
A.D.V,"V. Acciones propias a corto plazo","V. Acciones propias a corto plazo",Asset,B,,Yes,,A.D,3,E,,,B,A.D.V,A.D,A.D.V,274,274
A.D.VI,"VI. Tesoreria","VI. Tesoreria",Asset,B,,Yes,,A.D,3,E,,,B,A.D.VI,A.D,A.D.VI,275,275
570,"Caja, euros","Caja, euros",Asset,B,,Yes,,A.D.VI,4,C,,,B,A.D.VI,570,570,276,276
571,"Caja, moneda extranjera","Caja, moneda extranjera",Asset,B,,Yes,,A.D.VI,4,C,,,B,A.D.VI,571,571,277,277
572,"Bancos e instituciones de crédito c/c vista, euros","Bancos e instituciones de crédito c/c vista, euros",Asset,B,,Yes,,A.D.VI,4,C,,,B,A.D.VI,572,572,278,278
573,"Bancos e instituciones de crédito c/c vista, moneda extranjera","Bancos e instituciones de crédito c/c vista, moneda extranjera",Asset,B,,Yes,,A.D.VI,4,C,,,B,A.D.VI,573,573,279,279
574,"Bancos e instituciones de crédito, cuentas de ahorro, euros","Bancos e instituciones de crédito, cuentas de ahorro, euros",Asset,B,,Yes,,A.D.VI,4,C,,,B,A.D.VI,574,574,280,280
575,"Bancos e instituciones de créditos, cuentas de ahorro, moneda extranjera","Bancos e instituciones de créditos, cuentas de ahorro, moneda extranjera",Asset,B,,Yes,,A.D.VI,4,C,,,B,A.D.VI,575,575,281,281
A.D.VII,"VII. Ajustes por periodificación","VII. Ajustes por periodificación",Asset,B,,Yes,,A.D,3,E,,,B,A.D.VII,A.D,A.D.VII,282,282
480,"Gastos anticipados","Gastos anticipados",Asset,B,,Yes,,A.D.VII,4,C,,,B,A.D.VII,480,480,283,283
580,"Intereses pagados por anticipado","Intereses pagados por anticipado",Asset,B,,Yes,,A.D.VII,4,C,,,B,A.D.VII,580,580,284,284
A.Total,"Total  activo","Total  activo",Asset,B,,Yes,,A,2,E,,,B,A.Total,A.T,A.Total,285,285
P,"Pasivo","Pasivo",Liability,Credit,,Yes,,,1,E,,,B,P,P,P,286,286
P.A,"A) Fondos propios","A) Fondos propios",Liability,Credit,,Yes,,P,2,E,,,B,P.A,P.A,P.A,287,287
P.A.I,"I. Capital suscrito","I. Capital suscrito",Liability,Credit,,Yes,,P.A,3,E,,,B,P.A.I,P.A,P.A.I,288,288
100,"Capital social","Capital social",Liability,Credit,,Yes,,P.A.I,4,C,,,B,P.A.I,100,100,289,289
1000,"Capital ordinario","Capital ordinario",Liability,Credit,,Yes,,100,5,B,,,B,P.A.I,100,1000,290,290
1001,"Capital privilegiado","Capital privilegiado",Liability,Credit,,Yes,,100,5,B,,,B,P.A.I,100,1001,291,291
1002,"Capital sin derecho a voto","Capital sin derecho a voto",Liability,Credit,,Yes,,100,5,B,,,B,P.A.I,100,1002,292,292
1003,"Capital con derechos restringidos","Capital con derechos restringidos",Liability,Credit,,Yes,,100,5,B,,,B,P.A.I,100,1003,293,293
101,"Fondo social","Fondo social",Liability,Credit,,Yes,,P.A.I,4,C,,,B,P.A.I,101,101,294,294
102,"Capital","Capital",Liability,Credit,,Yes,,P.A.I,4,C,,,B,P.A.I,102,102,295,295
P.A.II,"II. Prima de emisión","II. Prima de emisión",Liability,Credit,,Yes,,P.A,3,E,,,B,P.A.II,P.A,P.A.II,296,296
110,"Prima de emisión de acciones","Prima de emisión de acciones",Liability,Credit,,Yes,,P.A.II,4,C,,,B,P.A.II,110,110,297,297
P.A.III,"III. Reserva de revalorización","III. Reserva de revalorización",Liability,Credit,,Yes,,P.A,3,E,,,B,P.A.III,P.A,P.A.III,298,298
111,"Reservas de revalorización","Reservas de revalorización",Liability,Credit,,Yes,,P.A.III,4,C,,,B,P.A.III,111,111,299,299
P.A.IV,"IV. Reservas","IV. Reservas",Liability,Credit,,Yes,,P.A,3,E,,,B,P.A.IV,P.A,P.A.IV,300,300
P.A.IV.1,"1. Reserva legal","1. Reserva legal",Liability,Credit,,Yes,,P.A.IV,4,E,,,B,P.A.IV.1,P.A,P.A.IV.1,301,301
112,"Reserva legal","Reserva legal",Liability,Credit,,Yes,,P.A.IV.1,5,C,,,B,P.A.IV.1,112,112,302,302
P.A.IV.2,"2. Reservas para acciones propias","2. Reservas para acciones propias",Liability,Credit,,Yes,,P.A.IV,4,E,,,B,P.A.IV.2,P.A,P.A.IV.2,303,303
115,"Reservas para acciones propias","Reservas para acciones propias",Liability,Credit,,Yes,,P.A.IV.2,5,C,,,B,P.A.IV.2,115,115,304,304
P.A.IV.3,"3. Reservas para acciones de la sociedad dominante","3. Reservas para acciones de la sociedad dominante",Liability,Credit,,Yes,,P.A.IV,4,E,,,B,P.A.IV.3,P.A,P.A.IV.3,305,305
114,"Reservas para acciones de la sociedad dominante","Reservas para acciones de la sociedad dominante",Liability,Credit,,Yes,,P.A.IV.3,5,C,,,B,P.A.IV.3,114,114,306,306
